#cosmological_parameters--omega_m  cosmological_parameters--hubble cosmological_parameters--ombh2 cosmological_parameters--tau cosmological_parameters--n_s cosmological_parameters--A_s like
3.235655E-01 6.662354E+01 2.194316E-02 7.017631E-02 9.647735E-01 2.1637e-09 6.484907E+03
3.035231E-01 6.816650E+01 2.243263E-02 8.212483E-02 9.669117E-01 2.21174e-09 6.491402E+03
3.075100E-01 6.777100E+01 2.219105E-02 9.184243E-02 9.656455E-01 2.26832e-09 6.484638E+03
3.072201E-01 6.793213E+01 2.240743E-02 9.681889E-02 9.703503E-01 2.27967e-09 6.482015E+03
3.112702E-01 6.761475E+01 2.232429E-02 8.114627E-02 9.704110E-01 2.20829e-09 6.483786E+03
2.984485E-01 6.863525E+01 2.268011E-02 7.542517E-02 9.693958E-01 2.17169e-09 6.481816E+03
3.007011E-01 6.857178E+01 2.277284E-02 1.052497E-01 9.690375E-01 2.31229e-09 6.488778E+03
3.153299E-01 6.738037E+01 2.246620E-02 7.377529E-02 9.582990E-01 2.18731e-09 6.482091E+03
3.098856E-01 6.759033E+01 2.227808E-02 8.228707E-02 9.639196E-01 2.20997e-09 6.481829E+03
3.361686E-01 6.571533E+01 2.181090E-02 4.922259E-02 9.590629E-01 2.08717e-09 6.492842E+03
3.135826E-01 6.730225E+01 2.221041E-02 6.167493E-02 9.642332E-01 2.13123e-09 6.480481E+03
3.105842E-01 6.764404E+01 2.233772E-02 6.611285E-02 9.653209E-01 2.13823e-09 6.479787E+03
3.146405E-01 6.722900E+01 2.199729E-02 7.534049E-02 9.636080E-01 2.18174e-09 6.478329E+03
3.072575E-01 6.781006E+01 2.224075E-02 7.143247E-02 9.693024E-01 2.1606e-09 6.483382E+03
3.154741E-01 6.717041E+01 2.209118E-02 6.716677E-02 9.680529E-01 2.13888e-09 6.484825E+03
3.077323E-01 6.776611E+01 2.232261E-02 9.530877E-02 9.685232E-01 2.27839e-09 6.480657E+03
3.113665E-01 6.756104E+01 2.224586E-02 7.940017E-02 9.670561E-01 2.19838e-09 6.475256E+03
3.160467E-01 6.717529E+01 2.221029E-02 9.973707E-02 9.654471E-01 2.29597e-09 6.489153E+03
3.109886E-01 6.751709E+01 2.216782E-02 9.973675E-02 9.663326E-01 2.28869e-09 6.482758E+03
3.154180E-01 6.726318E+01 2.222945E-02 8.194161E-02 9.650586E-01 2.23295e-09 6.491760E+03
3.200913E-01 6.697998E+01 2.233182E-02 9.171301E-02 9.597423E-01 2.26789e-09 6.481691E+03
3.150208E-01 6.729248E+01 2.234789E-02 1.033679E-01 9.658961E-01 2.30873e-09 6.483076E+03
3.148126E-01 6.732178E+01 2.224120E-02 8.697906E-02 9.635331E-01 2.25088e-09 6.481527E+03
3.031505E-01 6.817627E+01 2.246103E-02 8.496168E-02 9.670047E-01 2.23311e-09 6.484563E+03
3.120596E-01 6.754150E+01 2.243969E-02 7.193158E-02 9.616314E-01 2.17502e-09 6.487631E+03
3.037976E-01 6.810791E+01 2.235258E-02 1.020470E-01 9.686283E-01 2.29747e-09 6.482660E+03
2.896712E-01 6.916748E+01 2.238114E-02 1.067629E-01 9.791868E-01 2.30612e-09 6.497588E+03
2.911580E-01 6.918213E+01 2.266138E-02 8.855191E-02 9.785329E-01 2.22616e-09 6.490963E+03
3.065975E-01 6.796143E+01 2.240311E-02 1.072038E-01 9.725012E-01 2.31554e-09 6.486856E+03
3.210542E-01 6.678467E+01 2.206734E-02 5.600494E-02 9.619542E-01 2.10419e-09 6.487049E+03
3.117430E-01 6.753662E+01 2.227543E-02 6.125364E-02 9.626597E-01 2.12829e-09 6.481796E+03
3.157240E-01 6.726318E+01 2.232967E-02 6.111212E-02 9.597807E-01 2.1242e-09 6.483674E+03
3.162872E-01 6.720459E+01 2.220852E-02 8.564298E-02 9.649853E-01 2.25378e-09 6.485609E+03
3.206839E-01 6.690186E+01 2.221765E-02 5.025187E-02 9.605717E-01 2.06619e-09 6.488049E+03
3.100938E-01 6.777588E+01 2.239385E-02 6.234629E-02 9.652769E-01 2.12249e-09 6.483274E+03
3.313244E-01 6.619385E+01 2.210610E-02 5.413467E-02 9.577401E-01 2.10186e-09 6.482882E+03
3.219993E-01 6.687744E+01 2.229979E-02 6.040059E-02 9.643803E-01 2.1364e-09 6.486036E+03
3.133649E-01 6.751221E+01 2.246189E-02 6.971485E-02 9.639129E-01 2.17699e-09 6.489525E+03
3.086401E-01 6.775635E+01 2.237640E-02 8.133816E-02 9.671237E-01 2.21195e-09 6.484846E+03
3.244410E-01 6.657959E+01 2.206901E-02 8.401809E-02 9.595244E-01 2.2278e-09 6.476101E+03
3.076389E-01 6.776123E+01 2.222208E-02 7.658561E-02 9.642804E-01 2.17708e-09 6.479618E+03
3.123922E-01 6.745361E+01 2.223759E-02 8.322922E-02 9.639805E-01 2.22516e-09 6.478768E+03
3.157207E-01 6.728760E+01 2.232459E-02 7.746972E-02 9.627162E-01 2.19116e-09 6.480908E+03
3.167067E-01 6.715088E+01 2.217197E-02 8.905462E-02 9.634480E-01 2.24667e-09 6.479862E+03
3.085839E-01 6.780029E+01 2.232324E-02 8.994273E-02 9.688445E-01 2.25343e-09 6.486711E+03
3.257818E-01 6.654053E+01 2.214906E-02 5.847186E-02 9.591709E-01 2.10694e-09 6.481437E+03
3.054482E-01 6.802002E+01 2.236089E-02 1.087943E-01 9.648954E-01 2.31841e-09 6.486420E+03
3.145943E-01 6.743408E+01 2.242107E-02 7.368453E-02 9.640796E-01 2.17763e-09 6.476322E+03
3.199815E-01 6.693115E+01 2.225259E-02 5.178526E-02 9.667190E-01 2.09038e-09 6.485048E+03
3.146866E-01 6.720459E+01 2.214815E-02 7.692013E-02 9.662828E-01 2.19808e-09 6.487589E+03
3.231387E-01 6.670166E+01 2.223546E-02 7.964362E-02 9.583759E-01 2.21741e-09 6.477534E+03
3.095840E-01 6.779053E+01 2.248706E-02 8.563828E-02 9.652544E-01 2.24892e-09 6.487152E+03
3.245106E-01 6.671631E+01 2.226863E-02 7.573133E-02 9.560593E-01 2.20025e-09 6.480048E+03
3.111854E-01 6.754150E+01 2.221812E-02 7.771205E-02 9.596947E-01 2.18499e-09 6.487676E+03
3.116315E-01 6.754639E+01 2.236719E-02 8.548869E-02 9.619599E-01 2.22658e-09 6.480963E+03
3.114511E-01 6.761475E+01 2.235567E-02 1.030538E-01 9.661946E-01 2.31047e-09 6.482981E+03
3.233984E-01 6.684326E+01 2.232607E-02 5.116940E-02 9.590585E-01 2.08594e-09 6.484359E+03
3.209356E-01 6.688721E+01 2.211619E-02 6.829685E-02 9.637816E-01 2.17868e-09 6.482235E+03
3.198863E-01 6.707275E+01 2.228276E-02 7.016420E-02 9.623674E-01 2.18303e-09 6.485869E+03
3.156192E-01 6.722900E+01 2.224649E-02 6.238022E-02 9.587091E-01 2.13464e-09 6.485281E+03
3.150625E-01 6.728271E+01 2.222922E-02 9.132176E-02 9.582347E-01 2.26389e-09 6.483912E+03
3.065554E-01 6.799561E+01 2.247486E-02 1.029824E-01 9.628200E-01 2.3143e-09 6.480064E+03
3.242785E-01 6.666260E+01 2.227476E-02 7.958646E-02 9.645163E-01 2.22243e-09 6.486599E+03
3.221504E-01 6.676514E+01 2.206478E-02 6.937717E-02 9.615856E-01 2.17445e-09 6.486095E+03
3.030917E-01 6.816650E+01 2.249861E-02 1.097825E-01 9.739548E-01 2.33835e-09 6.489909E+03
3.318388E-01 6.607666E+01 2.201060E-02 5.145611E-02 9.520169E-01 2.10174e-09 6.486958E+03
3.228434E-01 6.664795E+01 2.209118E-02 6.896583E-02 9.589100E-01 2.16934e-09 6.481472E+03
3.103557E-01 6.748291E+01 2.217289E-02 8.368521E-02 9.707699E-01 2.20736e-09 6.483673E+03
3.066404E-01 6.783936E+01 2.224527E-02 8.607302E-02 9.662582E-01 2.23901e-09 6.487954E+03
3.256823E-01 6.638428E+01 2.192328E-02 7.814835E-02 9.649286E-01 2.20779e-09 6.480427E+03
3.217170E-01 6.682373E+01 2.225345E-02 8.257979E-02 9.629784E-01 2.22219e-09 6.478886E+03
3.149986E-01 6.732666E+01 2.233110E-02 8.758731E-02 9.630932E-01 2.23618e-09 6.486773E+03
3.134329E-01 6.744385E+01 2.235472E-02 7.489669E-02 9.622084E-01 2.20312e-09 6.486415E+03
3.077319E-01 6.779541E+01 2.219034E-02 8.933096E-02 9.665462E-01 2.23865e-09 6.485294E+03
3.206825E-01 6.686279E+01 2.211634E-02 8.971050E-02 9.618340E-01 2.27823e-09 6.487939E+03
3.142031E-01 6.739014E+01 2.230971E-02 1.004620E-01 9.692174E-01 2.28484e-09 6.483687E+03
3.242663E-01 6.667236E+01 2.206182E-02 5.827151E-02 9.634744E-01 2.13027e-09 6.480872E+03
3.029225E-01 6.814697E+01 2.225977E-02 1.068174E-01 9.670459E-01 2.31949e-09 6.485333E+03
3.137468E-01 6.739502E+01 2.230016E-02 1.058263E-01 9.669026E-01 2.33684e-09 6.480244E+03
3.180342E-01 6.713623E+01 2.224887E-02 8.869782E-02 9.642055E-01 2.24816e-09 6.484304E+03
3.205618E-01 6.697021E+01 2.230473E-02 8.975970E-02 9.617720E-01 2.25299e-09 6.488106E+03
2.988475E-01 6.847900E+01 2.239247E-02 1.006386E-01 9.701883E-01 2.30436e-09 6.483692E+03
3.073471E-01 6.789307E+01 2.235880E-02 1.051920E-01 9.756421E-01 2.34055e-09 6.490724E+03
3.234855E-01 6.660400E+01 2.209506E-02 6.997650E-02 9.639047E-01 2.17617e-09 6.480348E+03
3.129007E-01 6.737061E+01 2.227311E-02 8.105337E-02 9.662434E-01 2.21305e-09 6.486532E+03
3.244785E-01 6.671631E+01 2.228075E-02 5.558873E-02 9.563089E-01 2.1208e-09 6.480413E+03
2.996031E-01 6.847900E+01 2.240280E-02 8.181085E-02 9.721778E-01 2.22157e-09 6.482980E+03
3.168732E-01 6.733643E+01 2.237815E-02 6.986536E-02 9.581495E-01 2.17793e-09 6.490993E+03
3.184341E-01 6.713135E+01 2.229530E-02 6.916769E-02 9.627134E-01 2.18586e-09 6.481645E+03
3.182103E-01 6.708252E+01 2.224940E-02 9.756743E-02 9.631107E-01 2.27957e-09 6.483845E+03
3.197600E-01 6.695068E+01 2.215673E-02 6.101542E-02 9.632348E-01 2.11834e-09 6.477437E+03
3.117119E-01 6.758545E+01 2.237979E-02 8.091533E-02 9.634508E-01 2.20578e-09 6.483390E+03
3.257872E-01 6.664307E+01 2.225420E-02 7.344844E-02 9.630945E-01 2.18722e-09 6.482127E+03
3.131721E-01 6.745850E+01 2.228991E-02 5.547312E-02 9.642647E-01 2.09641e-09 6.483173E+03
3.202485E-01 6.696533E+01 2.227095E-02 7.113497E-02 9.613630E-01 2.15647e-09 6.478018E+03
3.251174E-01 6.657959E+01 2.208363E-02 5.736281E-02 9.598918E-01 2.12341e-09 6.482517E+03
3.200377E-01 6.696045E+01 2.216035E-02 8.326921E-02 9.611199E-01 2.22807e-09 6.482618E+03
3.141543E-01 6.737061E+01 2.220837E-02 9.058741E-02 9.736931E-01 2.25652e-09 6.487930E+03
3.028550E-01 6.819092E+01 2.227450E-02 8.454963E-02 9.732815E-01 2.23254e-09 6.486560E+03
3.279942E-01 6.642334E+01 2.219481E-02 9.822312E-02 9.625462E-01 2.31045e-09 6.478838E+03
3.199017E-01 6.687744E+01 2.209945E-02 6.557694E-02 9.654304E-01 2.14532e-09 6.482135E+03
3.095114E-01 6.778076E+01 2.246488E-02 8.926227E-02 9.683809E-01 2.23418e-09 6.480451E+03
3.207508E-01 6.691650E+01 2.231843E-02 1.211133E-01 9.665823E-01 2.40068e-09 6.487202E+03
3.005344E-01 6.848389E+01 2.264640E-02 1.062843E-01 9.724091E-01 2.3203e-09 6.482676E+03
3.129110E-01 6.745361E+01 2.229333E-02 6.331287E-02 9.651612E-01 2.12262e-09 6.488968E+03
3.232534E-01 6.671631E+01 2.213705E-02 6.778925E-02 9.660820E-01 2.16702e-09 6.485629E+03
3.317744E-01 6.612549E+01 2.205265E-02 6.501984E-02 9.554465E-01 2.13315e-09 6.482259E+03
3.164965E-01 6.723389E+01 2.224067E-02 9.166140E-02 9.650861E-01 2.27876e-09 6.488571E+03
3.196813E-01 6.698975E+01 2.217238E-02 8.715297E-02 9.650409E-01 2.2229e-09 6.478708E+03
3.237550E-01 6.666260E+01 2.205144E-02 7.112683E-02 9.604999E-01 2.19006e-09 6.478828E+03
3.180351E-01 6.711670E+01 2.224246E-02 7.450656E-02 9.628194E-01 2.18739e-09 6.475975E+03
3.128319E-01 6.740967E+01 2.217073E-02 8.528680E-02 9.690215E-01 2.20664e-09 6.481700E+03
3.271946E-01 6.639893E+01 2.203195E-02 5.710137E-02 9.587706E-01 2.10272e-09 6.487680E+03
3.311928E-01 6.613525E+01 2.199072E-02 4.698720E-02 9.612645E-01 2.08853e-09 6.488046E+03
3.300096E-01 6.623779E+01 2.205054E-02 6.248308E-02 9.570309E-01 2.13507e-09 6.495900E+03
3.310936E-01 6.609619E+01 2.196210E-02 5.001677E-02 9.576866E-01 2.08887e-09 6.486603E+03
3.102769E-01 6.768799E+01 2.233734E-02 1.072831E-01 9.680375E-01 2.3144e-09 6.481907E+03
3.296934E-01 6.618408E+01 2.186611E-02 5.928863E-02 9.637058E-01 2.12039e-09 6.486868E+03
3.079959E-01 6.771729E+01 2.201040E-02 7.864641E-02 9.688655E-01 2.1891e-09 6.486206E+03
2.944302E-01 6.886475E+01 2.247237E-02 9.930070E-02 9.708387E-01 2.29243e-09 6.488401E+03
3.011210E-01 6.841064E+01 2.247464E-02 8.536978E-02 9.714094E-01 2.23508e-09 6.482632E+03
3.148969E-01 6.739990E+01 2.238713E-02 8.699110E-02 9.616977E-01 2.24541e-09 6.478572E+03
3.088306E-01 6.774658E+01 2.236896E-02 7.833953E-02 9.674208E-01 2.22988e-09 6.480750E+03
3.058194E-01 6.794678E+01 2.229687E-02 9.588115E-02 9.617660E-01 2.28362e-09 6.489275E+03
3.078651E-01 6.785889E+01 2.237980E-02 7.110893E-02 9.659965E-01 2.18801e-09 6.491797E+03
3.268641E-01 6.650635E+01 2.221906E-02 7.035385E-02 9.561702E-01 2.1936e-09 6.482979E+03
3.194607E-01 6.692627E+01 2.215451E-02 9.751404E-02 9.658172E-01 2.2856e-09 6.481085E+03
3.202315E-01 6.688232E+01 2.213353E-02 6.462470E-02 9.636527E-01 2.15201e-09 6.480320E+03
3.150636E-01 6.722900E+01 2.221216E-02 7.883560E-02 9.671714E-01 2.19529e-09 6.483570E+03
3.173981E-01 6.712158E+01 2.226357E-02 1.069263E-01 9.670998E-01 2.31925e-09 6.484045E+03
3.255434E-01 6.653076E+01 2.218615E-02 6.970085E-02 9.643948E-01 2.18449e-09 6.490259E+03
3.209600E-01 6.695068E+01 2.224391E-02 7.170065E-02 9.588639E-01 2.16419e-09 6.476215E+03
3.104261E-01 6.769775E+01 2.238296E-02 1.011660E-01 9.660044E-01 2.28601e-09 6.481853E+03
3.323126E-01 6.614990E+01 2.219530E-02 8.830460E-02 9.647021E-01 2.26706e-09 6.483790E+03
3.216493E-01 6.692139E+01 2.236293E-02 7.024618E-02 9.607770E-01 2.17348e-09 6.480458E+03
3.061872E-01 6.796631E+01 2.243559E-02 1.030663E-01 9.659144E-01 2.29835e-09 6.479591E+03
3.079085E-01 6.784424E+01 2.251464E-02 1.058298E-01 9.692875E-01 2.3337e-09 6.486237E+03
2.927056E-01 6.895752E+01 2.248391E-02 1.128557E-01 9.754522E-01 2.34227e-09 6.481480E+03
3.028991E-01 6.818115E+01 2.235095E-02 1.208751E-01 9.721150E-01 2.38556e-09 6.482824E+03
3.306606E-01 6.617432E+01 2.201071E-02 8.782613E-02 9.616239E-01 2.2532e-09 6.479531E+03
3.060022E-01 6.788330E+01 2.218172E-02 8.775601E-02 9.680953E-01 2.23834e-09 6.482495E+03
3.186947E-01 6.702881E+01 2.216169E-02 6.618767E-02 9.599287E-01 2.15596e-09 6.479617E+03
2.987478E-01 6.852295E+01 2.243700E-02 1.015374E-01 9.755242E-01 2.28717e-09 6.487160E+03
3.284429E-01 6.625732E+01 2.192023E-02 7.145408E-02 9.604497E-01 2.15938e-09 6.481569E+03
3.226126E-01 6.684814E+01 2.235058E-02 5.551074E-02 9.626262E-01 2.1106e-09 6.482596E+03
3.133031E-01 6.756104E+01 2.249975E-02 8.795297E-02 9.657999E-01 2.26803e-09 6.479560E+03
3.409349E-01 6.558838E+01 2.201296E-02 6.101411E-02 9.584050E-01 2.12298e-09 6.489134E+03
3.330978E-01 6.599365E+01 2.205363E-02 6.697018E-02 9.595265E-01 2.14607e-09 6.486020E+03
3.310812E-01 6.620850E+01 2.223833E-02 9.436337E-02 9.630520E-01 2.28529e-09 6.486712E+03
3.371239E-01 6.577393E+01 2.196960E-02 5.943019E-02 9.524342E-01 2.12937e-09 6.484873E+03
3.141888E-01 6.742920E+01 2.239514E-02 1.020534E-01 9.659039E-01 2.30426e-09 6.483546E+03
3.070544E-01 6.801514E+01 2.255558E-02 1.004975E-01 9.669499E-01 2.31688e-09 6.484267E+03
3.237833E-01 6.665283E+01 2.220482E-02 7.530814E-02 9.612548E-01 2.1764e-09 6.489792E+03
3.286833E-01 6.635498E+01 2.207392E-02 6.537193E-02 9.630942E-01 2.16057e-09 6.482529E+03
3.058910E-01 6.809326E+01 2.246329E-02 5.214811E-02 9.729504E-01 2.09722e-09 6.489867E+03
3.026364E-01 6.829834E+01 2.244519E-02 7.102168E-02 9.689742E-01 2.15495e-09 6.482558E+03
3.205609E-01 6.693115E+01 2.222052E-02 8.233859E-02 9.646901E-01 2.22656e-09 6.483014E+03
3.263758E-01 6.641846E+01 2.209064E-02 4.838395E-02 9.595963E-01 2.08153e-09 6.481391E+03
3.319173E-01 6.607666E+01 2.203598E-02 8.670968E-02 9.620028E-01 2.24527e-09 6.481960E+03
3.342704E-01 6.596436E+01 2.202030E-02 8.502670E-02 9.633277E-01 2.23897e-09 6.478463E+03
3.211071E-01 6.693115E+01 2.221278E-02 7.078097E-02 9.626885E-01 2.18568e-09 6.478701E+03
3.207477E-01 6.686279E+01 2.230122E-02 9.922695E-02 9.632484E-01 2.29546e-09 6.487010E+03
3.164654E-01 6.718506E+01 2.222785E-02 8.439264E-02 9.609334E-01 2.22935e-09 6.481760E+03
3.148704E-01 6.729736E+01 2.231473E-02 8.694622E-02 9.612086E-01 2.25561e-09 6.480753E+03
3.095697E-01 6.763428E+01 2.221995E-02 7.221082E-02 9.651015E-01 2.16491e-09 6.479646E+03
3.347681E-01 6.593994E+01 2.206865E-02 6.421301E-02 9.594214E-01 2.1464e-09 6.482734E+03
